 r_peak670.000000 r_peak_value0.754263 rr_pre_interval670.000000 rr_post_interval211.000000 p_onset87.000000 p_onset_val-0.163854 p_peak127.000000 p_peak_val0.053889 p_end152.000000 p_end_val-0.272037 qrs_onset199.000000 qrs_onset_val-0.263700 qrs_end5.000000 qrs_end_val0.905251 t_peak20.000000 t_peak_val1.131756 t_end80.000000 t_end_val-0.142804
 r_peak476114.000000 r_peak_value2.431630 rr_pre_interval323.000000 rr_post_interval317.000000 p_onset257.000000 p_onset_val-0.309639 p_peak295.000000 p_peak_val-0.090955 p_end301.000000 p_end_val0.036568 qrs_onset302.000000 qrs_onset_val0.080142 qrs_end16.000000 qrs_end_val0.473949 t_peak127.000000 t_peak_val1.230625 t_end198.000000 t_end_val-0.395079
 r_peak476431.000000 r_peak_value2.803276 rr_pre_interval317.000000 rr_post_interval306.000000 p_onset208.000000 p_onset_val-0.233557 p_peak235.000000 p_peak_val0.021365 p_end274.000000 p_end_val-0.363242 qrs_onset292.000000 qrs_onset_val-0.290233 qrs_end22.000000 qrs_end_val-0.344374 t_peak122.000000 t_peak_val1.211878 t_end185.000000 t_end_val-0.198040
 r_peak476737.000000 r_peak_value2.608873 rr_pre_interval306.000000 rr_post_interval300.000000 p_onset118.000000 p_onset_val1.061444 p_peak180.000000 p_peak_val0.093229 p_end225.000000 p_end_val-0.380126 qrs_onset287.000000 qrs_onset_val-0.303526 qrs_end17.000000 qrs_end_val0.261772 t_peak120.000000 t_peak_val1.073998 t_end176.000000 t_end_val0.110017
 r_peak477037.000000 r_peak_value2.514436 rr_pre_interval300.000000 rr_post_interval296.000000 p_onset121.000000 p_onset_val1.305407 p_peak193.000000 p_peak_val-0.217508 p_end212.000000 p_end_val-0.255329 qrs_onset280.000000 qrs_onset_val-0.278355 qrs_end15.000000 qrs_end_val0.826818 t_peak118.000000 t_peak_val1.332428 t_end159.000000 t_end_val-0.362288
 r_peak477333.000000 r_peak_value2.104466 rr_pre_interval296.000000 rr_post_interval300.000000 p_onset247.000000 p_onset_val-0.306049 p_peak268.000000 p_peak_val-0.219183 p_end277.000000 p_end_val-0.292852 qrs_onset289.000000 qrs_onset_val-0.183495 qrs_end18.000000 qrs_end_val0.083714 t_peak119.000000 t_peak_val1.277592 t_end166.000000 t_end_val-0.351080
 r_peak477633.000000 r_peak_value2.400455 rr_pre_interval300.000000 rr_post_interval306.000000 p_onset187.000000 p_onset_val-0.229784 p_peak262.000000 p_peak_val0.045391 p_end270.000000 p_end_val-0.010378 qrs_onset288.000000 qrs_onset_val-0.300549 qrs_end16.000000 qrs_end_val0.896758 t_peak122.000000 t_peak_val1.244950 t_end175.000000 t_end_val-0.234033
 r_peak477939.000000 r_peak_value2.089561 rr_pre_interval306.000000 rr_post_interval314.000000 p_onset181.000000 p_onset_val-0.183262 p_peak210.000000 p_peak_val0.218241 p_end249.000000 p_end_val-0.296366 qrs_onset300.000000 qrs_onset_val-0.320721 qrs_end28.000000 qrs_end_val-0.653745 t_peak128.000000 t_peak_val0.907038 t_end181.000000 t_end_val-0.183262
 r_peak478253.000000 r_peak_value2.039265 rr_pre_interval314.000000 rr_post_interval316.000000 p_onset258.000000 p_onset_val-0.370376 p_peak294.000000 p_peak_val-0.267632 p_end304.000000 p_end_val-0.224983 qrs_onset305.000000 qrs_onset_val-0.202507 qrs_end35.000000 qrs_end_val-2.145705 t_peak124.000000 t_peak_val1.357162 t_end194.000000 t_end_val-0.355927
 r_peak478569.000000 r_peak_value2.242415 rr_pre_interval316.000000 rr_post_interval320.000000 p_onset282.000000 p_onset_val-0.266316 p_peak299.000000 p_peak_val-0.207178 p_end299.000000 p_end_val-0.207178 qrs_onset306.000000 qrs_onset_val-0.176190 qrs_end14.000000 qrs_end_val0.755737 t_peak124.000000 t_peak_val1.104465 t_end232.000000 t_end_val-0.360676
 r_peak478889.000000 r_peak_value2.336460 rr_pre_interval320.000000 rr_post_interval300.000000 p_onset255.000000 p_onset_val-0.218950 p_peak278.000000 p_peak_val0.091944 p_end275.000000 p_end_val0.009546 qrs_onset282.000000 qrs_onset_val0.047320 qrs_end14.000000 qrs_end_val0.990863 t_peak123.000000 t_peak_val0.969764 t_end190.000000 t_end_val-0.149516
 r_peak479189.000000 r_peak_value2.375753 rr_pre_interval300.000000 rr_post_interval289.000000 p_onset182.000000 p_onset_val-0.088449 p_peak211.000000 p_peak_val0.226035 p_end242.000000 p_end_val-0.400061 qrs_onset276.000000 qrs_onset_val-0.446692 qrs_end34.000000 qrs_end_val-1.911691 t_peak115.000000 t_peak_val1.262272 t_end160.000000 t_end_val-0.270942
 r_peak479478.000000 r_peak_value2.174655 rr_pre_interval289.000000 rr_post_interval297.000000 p_onset112.000000 p_onset_val1.142414 p_peak183.000000 p_peak_val-0.162461 p_end248.000000 p_end_val-0.394029 qrs_onset286.000000 qrs_onset_val-0.380141 qrs_end24.000000 qrs_end_val-0.655001 t_peak119.000000 t_peak_val1.202916 t_end248.000000 t_end_val-0.394029
 r_peak479775.000000 r_peak_value2.162227 rr_pre_interval297.000000 rr_post_interval302.000000 p_onset118.000000 p_onset_val1.374281 p_peak208.000000 p_peak_val-0.141630 p_end218.000000 p_end_val-0.178229 qrs_onset285.000000 qrs_onset_val-0.201770 qrs_end14.000000 qrs_end_val1.033528 t_peak119.000000 t_peak_val1.388514 t_end203.000000 t_end_val-0.165438
 r_peak480077.000000 r_peak_value2.150643 rr_pre_interval302.000000 rr_post_interval318.000000 p_onset251.000000 p_onset_val-0.270249 p_peak297.000000 p_peak_val-0.183071 p_end304.000000 p_end_val-0.094339 qrs_onset305.000000 qrs_onset_val-0.064089 qrs_end17.000000 qrs_end_val0.435815 t_peak128.000000 t_peak_val1.289674 t_end231.000000 t_end_val-0.254370
 r_peak480395.000000 r_peak_value2.332572 rr_pre_interval318.000000 rr_post_interval317.000000 p_onset131.000000 p_onset_val1.176157 p_peak258.000000 p_peak_val0.017664 p_end266.000000 p_end_val0.002836 qrs_onset302.000000 qrs_onset_val-0.325769 qrs_end14.000000 qrs_end_val1.025723 t_peak130.000000 t_peak_val1.180264 t_end201.000000 t_end_val-0.346364
 r_peak480712.000000 r_peak_value2.210986 rr_pre_interval317.000000 rr_post_interval612.000000 p_onset317.000000 p_onset_val1.625220 p_peak437.000000 p_peak_val1.190944 p_end502.000000 p_end_val-0.266129 qrs_onset601.000000 qrs_onset_val-0.231505 qrs_end18.000000 qrs_end_val0.591002 t_peak310.000000 t_peak_val2.228528 t_end350.000000 t_end_val-1.495232
 r_peak481324.000000 r_peak_value2.035047 rr_pre_interval612.000000 rr_post_interval305.000000 p_onset262.000000 p_onset_val-0.225312 p_peak284.000000 p_peak_val-0.184183 p_end292.000000 p_end_val-0.130453 qrs_onset293.000000 qrs_onset_val-0.133619 qrs_end16.000000 qrs_end_val0.585392 t_peak116.000000 t_peak_val1.296260 t_end173.000000 t_end_val-0.353527
 r_peak481629.000000 r_peak_value2.066693 rr_pre_interval305.000000 rr_post_interval299.000000 p_onset240.000000 p_onset_val-0.307774 p_peak262.000000 p_peak_val-0.011362 p_end270.000000 p_end_val-0.031377 qrs_onset286.000000 qrs_onset_val-0.207788 qrs_end26.000000 qrs_end_val-1.096740 t_peak122.000000 t_peak_val1.194635 t_end180.000000 t_end_val-0.199436
 r_peak481928.000000 r_peak_value1.960942 rr_pre_interval299.000000 rr_post_interval300.000000 p_onset125.000000 p_onset_val0.736751 p_peak203.000000 p_peak_val0.217834 p_end249.000000 p_end_val-0.347929 qrs_onset287.000000 qrs_onset_val-0.334700 qrs_end14.000000 qrs_end_val0.898356 t_peak125.000000 t_peak_val0.736751 t_end208.000000 t_end_val0.181330
 r_peak482228.000000 r_peak_value1.895597 rr_pre_interval300.000000 rr_post_interval314.000000 p_onset125.000000 p_onset_val1.042802 p_peak222.000000 p_peak_val-0.264169 p_end234.000000 p_end_val-0.279844 qrs_onset302.000000 qrs_onset_val-0.245485 qrs_end12.000000 qrs_end_val1.031443 t_peak126.000000 t_peak_val1.042958 t_end207.000000 t_end_val-0.283825
 r_peak482542.000000 r_peak_value2.117556 rr_pre_interval314.000000 rr_post_interval313.000000 p_onset254.000000 p_onset_val-0.311395 p_peak283.000000 p_peak_val-0.200706 p_end289.000000 p_end_val-0.270816 qrs_onset300.000000 qrs_onset_val-0.196240 qrs_end16.000000 qrs_end_val0.526005 t_peak116.000000 t_peak_val1.413588 t_end185.000000 t_end_val-0.276946
 r_peak482855.000000 r_peak_value2.074340 rr_pre_interval313.000000 rr_post_interval914.000000 p_onset592.000000 p_onset_val-0.414138 p_peak621.000000 p_peak_val1.957839 p_end658.000000 p_end_val-2.549057 qrs_onset901.000000 qrs_onset_val-0.303308 qrs_end20.000000 qrs_end_val0.409858 t_peak317.000000 t_peak_val2.158576 t_end360.000000 t_end_val-2.334218
 r_peak483769.000000 r_peak_value2.089138 rr_pre_interval914.000000 rr_post_interval294.000000 p_onset113.000000 p_onset_val1.237853 p_peak178.000000 p_peak_val-0.223651 p_end183.000000 p_end_val-0.276659 qrs_onset280.000000 qrs_onset_val-0.261140 qrs_end21.000000 qrs_end_val-0.475252 t_peak108.000000 t_peak_val1.272930 t_end161.000000 t_end_val-0.339577
 r_peak484063.000000 r_peak_value2.136570 rr_pre_interval294.000000 rr_post_interval312.000000 p_onset256.000000 p_onset_val-0.240092 p_peak289.000000 p_peak_val-0.123730 p_end298.000000 p_end_val-0.070204 qrs_onset299.000000 qrs_onset_val-0.034373 qrs_end15.000000 qrs_end_val0.830441 t_peak124.000000 t_peak_val1.214891 t_end222.000000 t_end_val-0.223589
 r_peak484375.000000 r_peak_value2.320987 rr_pre_interval312.000000 rr_post_interval314.000000 p_onset224.000000 p_onset_val-0.243214 p_peak252.000000 p_peak_val0.142242 p_end269.000000 p_end_val-0.054859 qrs_onset296.000000 qrs_onset_val-0.381518 qrs_end15.000000 qrs_end_val0.814027 t_peak126.000000 t_peak_val0.967743 t_end224.000000 t_end_val-0.243214
 r_peak484689.000000 r_peak_value2.027605 rr_pre_interval314.000000 rr_post_interval626.000000 p_onset311.000000 p_onset_val2.166662 p_peak442.000000 p_peak_val1.313809 p_end491.000000 p_end_val-0.281442 qrs_onset610.000000 qrs_onset_val-0.205311 qrs_end29.000000 qrs_end_val-0.804010 t_peak311.000000 t_peak_val2.166662 t_end443.000000 t_end_val1.302978
 r_peak485315.000000 r_peak_value1.916836 rr_pre_interval626.000000 rr_post_interval301.000000 p_onset120.000000 p_onset_val0.937603 p_peak206.000000 p_peak_val-0.163540 p_end228.000000 p_end_val-0.206097 qrs_onset274.000000 qrs_onset_val-0.265879 qrs_end19.000000 qrs_end_val0.347196 t_peak122.000000 t_peak_val0.951396 t_end193.000000 t_end_val-0.191143
 r_peak485616.000000 r_peak_value2.162929 rr_pre_interval301.000000 rr_post_interval301.000000 p_onset235.000000 p_onset_val-0.286128 p_peak254.000000 p_peak_val0.099764 p_end260.000000 p_end_val0.021488 qrs_onset270.000000 qrs_onset_val-0.025877 qrs_end23.000000 qrs_end_val-0.669125 t_peak121.000000 t_peak_val1.245407 t_end193.000000 t_end_val-0.162756
 r_peak485917.000000 r_peak_value2.126457 rr_pre_interval301.000000 rr_post_interval599.000000 p_onset304.000000 p_onset_val1.501817 p_peak426.000000 p_peak_val1.333873 p_end468.000000 p_end_val-0.343652 qrs_onset587.000000 qrs_onset_val-0.247650 qrs_end13.000000 qrs_end_val1.015141 t_peak298.000000 t_peak_val2.049733 t_end336.000000 t_end_val-1.927683
 r_peak486516.000000 r_peak_value2.147774 rr_pre_interval599.000000 rr_post_interval311.000000 p_onset264.000000 p_onset_val-0.282666 p_peak289.000000 p_peak_val-0.199453 p_end290.000000 p_end_val-0.204359 qrs_onset297.000000 qrs_onset_val-0.179341 qrs_end20.000000 qrs_end_val-0.247321 t_peak120.000000 t_peak_val1.213571 t_end264.000000 t_end_val-0.282666
 r_peak486827.000000 r_peak_value2.259264 rr_pre_interval311.000000 rr_post_interval325.000000 p_onset248.000000 p_onset_val-0.124810 p_peak285.000000 p_peak_val0.146583 p_end292.000000 p_end_val0.070375 qrs_onset312.000000 qrs_onset_val-0.159594 qrs_end20.000000 qrs_end_val0.684107 t_peak134.000000 t_peak_val0.922415 t_end228.000000 t_end_val-0.134042
 r_peak487152.000000 r_peak_value2.178699 rr_pre_interval325.000000 rr_post_interval313.000000 p_onset123.000000 p_onset_val1.348916 p_peak211.000000 p_peak_val0.114383 p_end268.000000 p_end_val-0.410520 qrs_onset300.000000 qrs_onset_val-0.338699 qrs_end17.000000 qrs_end_val0.303259 t_peak121.000000 t_peak_val1.376017 t_end190.000000 t_end_val-0.223909
 r_peak487465.000000 r_peak_value2.144404 rr_pre_interval313.000000 rr_post_interval301.000000 p_onset131.000000 p_onset_val1.042693 p_peak190.000000 p_peak_val-0.229814 p_end240.000000 p_end_val-0.384014 qrs_onset284.000000 qrs_onset_val-0.335186 qrs_end14.000000 qrs_end_val0.920001 t_peak126.000000 t_peak_val1.082020 t_end137.000000 t_end_val1.064778
 r_peak487766.000000 r_peak_value1.671255 rr_pre_interval301.000000 rr_post_interval292.000000 p_onset115.000000 p_onset_val1.199592 p_peak188.000000 p_peak_val-0.174735 p_end202.000000 p_end_val-0.193371 qrs_onset279.000000 qrs_onset_val-0.193919 qrs_end31.000000 qrs_end_val-1.579779 t_peak116.000000 t_peak_val1.219530 t_end186.000000 t_end_val-0.176239
 r_peak488058.000000 r_peak_value2.147305 rr_pre_interval292.000000 rr_post_interval295.000000 p_onset236.000000 p_onset_val-0.293635 p_peak263.000000 p_peak_val0.069265 p_end269.000000 p_end_val-0.019433 qrs_onset281.000000 qrs_onset_val-0.138039 qrs_end26.000000 qrs_end_val-1.457977 t_peak119.000000 t_peak_val1.363055 t_end166.000000 t_end_val-0.203997
 r_peak488353.000000 r_peak_value2.075535 rr_pre_interval295.000000 rr_post_interval304.000000 p_onset125.000000 p_onset_val1.009843 p_peak210.000000 p_peak_val0.277838 p_end258.000000 p_end_val-0.356596 qrs_onset290.000000 qrs_onset_val-0.377176 qrs_end18.000000 qrs_end_val0.256159 t_peak125.000000 t_peak_val1.009843 t_end214.000000 t_end_val0.221035
 r_peak488657.000000 r_peak_value2.062322 rr_pre_interval304.000000 rr_post_interval316.000000 p_onset265.000000 p_onset_val-0.405189 p_peak295.000000 p_peak_val-0.302444 p_end291.000000 p_end_val-0.338871 qrs_onset298.000000 qrs_onset_val-0.337429 qrs_end16.000000 qrs_end_val0.311882 t_peak126.000000 t_peak_val1.450531 t_end221.000000 t_end_val-0.384531
 r_peak488973.000000 r_peak_value1.921207 rr_pre_interval316.000000 rr_post_interval626.000000 p_onset373.000000 p_onset_val-0.716692 p_peak445.000000 p_peak_val0.746216 p_end490.000000 p_end_val-0.252353 qrs_onset614.000000 qrs_onset_val-0.066754 qrs_end27.000000 qrs_end_val-0.892774 t_peak315.000000 t_peak_val2.244295 t_end355.000000 t_end_val-1.473933
 r_peak489599.000000 r_peak_value2.101505 rr_pre_interval626.000000 rr_post_interval315.000000 p_onset185.000000 p_onset_val-0.169189 p_peak216.000000 p_peak_val0.267113 p_end279.000000 p_end_val-0.411697 qrs_onset300.000000 qrs_onset_val-0.357119 qrs_end14.000000 qrs_end_val0.694310 t_peak126.000000 t_peak_val1.226786 t_end185.000000 t_end_val-0.169189
 r_peak489914.000000 r_peak_value1.717741 rr_pre_interval315.000000 rr_post_interval295.000000 p_onset177.000000 p_onset_val-0.198353 p_peak207.000000 p_peak_val-0.163478 p_end229.000000 p_end_val-0.300251 qrs_onset282.000000 qrs_onset_val-0.312335 qrs_end14.000000 qrs_end_val0.398949 t_peak130.000000 t_peak_val1.203197 t_end177.000000 t_end_val-0.198353
 r_peak490209.000000 r_peak_value2.124452 rr_pre_interval295.000000 rr_post_interval592.000000 p_onset297.000000 p_onset_val1.501192 p_peak416.000000 p_peak_val1.150219 p_end484.000000 p_end_val-0.157681 qrs_onset578.000000 qrs_onset_val-0.069858 qrs_end19.000000 qrs_end_val-0.311191 t_peak292.000000 t_peak_val2.211679 t_end330.000000 t_end_val-1.791552
 r_peak490801.000000 r_peak_value2.087948 rr_pre_interval592.000000 rr_post_interval310.000000 p_onset127.000000 p_onset_val1.390795 p_peak215.000000 p_peak_val0.266063 p_end255.000000 p_end_val-0.341771 qrs_onset297.000000 qrs_onset_val-0.301128 qrs_end16.000000 qrs_end_val0.404045 t_peak125.000000 t_peak_val1.418162 t_end178.000000 t_end_val-0.177119
 r_peak491111.000000 r_peak_value2.020220 rr_pre_interval310.000000 rr_post_interval319.000000 p_onset39.000000 p_onset_val-2.222539 p_peak192.000000 p_peak_val-0.278919 p_end225.000000 p_end_val-0.364953 qrs_onset305.000000 qrs_onset_val-0.264796 qrs_end18.000000 qrs_end_val0.010612 t_peak125.000000 t_peak_val1.287944 t_end200.000000 t_end_val-0.346254
 r_peak491430.000000 r_peak_value1.981521 rr_pre_interval319.000000 rr_post_interval319.000000 p_onset269.000000 p_onset_val-0.270188 p_peak298.000000 p_peak_val-0.203276 p_end300.000000 p_end_val-0.196991 qrs_onset307.000000 qrs_onset_val-0.166348 qrs_end12.000000 qrs_end_val0.809656 t_peak131.000000 t_peak_val1.369339 t_end209.000000 t_end_val-0.308811
 r_peak491749.000000 r_peak_value2.105016 rr_pre_interval319.000000 rr_post_interval304.000000 p_onset250.000000 p_onset_val-0.261254 p_peak273.000000 p_peak_val0.114403 p_end279.000000 p_end_val0.031362 qrs_onset286.000000 qrs_onset_val0.042866 qrs_end14.000000 qrs_end_val0.424138 t_peak118.000000 t_peak_val1.493362 t_end175.000000 t_end_val-0.180104
 r_peak492053.000000 r_peak_value1.880141 rr_pre_interval304.000000 rr_post_interval594.000000 p_onset297.000000 p_onset_val1.224025 p_peak408.000000 p_peak_val1.563979 p_end463.000000 p_end_val-0.242946 qrs_onset581.000000 qrs_onset_val-0.256019 qrs_end14.000000 qrs_end_val0.544499 t_peak292.000000 t_peak_val1.831156 t_end331.000000 t_end_val-2.368968
 r_peak492647.000000 r_peak_value2.065392 rr_pre_interval594.000000 rr_post_interval613.000000 p_onset307.000000 p_onset_val1.473714 p_peak427.000000 p_peak_val1.287912 p_end477.000000 p_end_val-0.197774 qrs_onset598.000000 qrs_onset_val-0.100172 qrs_end15.000000 qrs_end_val0.466692 t_peak302.000000 t_peak_val2.021629 t_end343.000000 t_end_val-2.203886
 r_peak493260.000000 r_peak_value1.966427 rr_pre_interval613.000000 rr_post_interval315.000000 p_onset125.000000 p_onset_val1.500207 p_peak217.000000 p_peak_val0.197293 p_end255.000000 p_end_val-0.386724 qrs_onset300.000000 qrs_onset_val-0.353731 qrs_end16.000000 qrs_end_val0.048387 t_peak125.000000 t_peak_val1.500207 t_end219.000000 t_end_val0.161839
 r_peak493575.000000 r_peak_value1.874891 rr_pre_interval315.000000 rr_post_interval314.000000 p_onset42.000000 p_onset_val-2.296865 p_peak189.000000 p_peak_val-0.272557 p_end220.000000 p_end_val-0.327100 qrs_onset298.000000 qrs_onset_val-0.322132 qrs_end16.000000 qrs_end_val0.339343 t_peak127.000000 t_peak_val1.325575 t_end214.000000 t_end_val-0.341020
 r_peak493889.000000 r_peak_value1.862712 rr_pre_interval314.000000 rr_post_interval909.000000 p_onset558.000000 p_onset_val-0.250377 p_peak615.000000 p_peak_val1.895548 p_end653.000000 p_end_val-2.269014 qrs_onset890.000000 qrs_onset_val-0.447866 qrs_end18.000000 qrs_end_val-0.082773 t_peak310.000000 t_peak_val2.054546 t_end349.000000 t_end_val-2.309090
 r_peak494798.000000 r_peak_value1.749454 rr_pre_interval909.000000 rr_post_interval294.000000 p_onset34.000000 p_onset_val-2.381975 p_peak183.000000 p_peak_val-0.212135 p_end202.000000 p_end_val-0.281383 qrs_onset283.000000 qrs_onset_val-0.283338 qrs_end32.000000 qrs_end_val-2.217915 t_peak111.000000 t_peak_val1.627236 t_end169.000000 t_end_val-0.258530
 r_peak495092.000000 r_peak_value1.975033 rr_pre_interval294.000000 rr_post_interval634.000000 p_onset321.000000 p_onset_val1.372852 p_peak447.000000 p_peak_val1.341691 p_end546.000000 p_end_val-0.160188 qrs_onset618.000000 qrs_onset_val-0.134889 qrs_end12.000000 qrs_end_val0.753655 t_peak314.000000 t_peak_val2.053088 t_end357.000000 t_end_val-2.277633
 r_peak495726.000000 r_peak_value1.952368 rr_pre_interval634.000000 rr_post_interval314.000000 p_onset126.000000 p_onset_val1.456568 p_peak214.000000 p_peak_val0.203072 p_end274.000000 p_end_val-0.439074 qrs_onset299.000000 qrs_onset_val-0.384297 qrs_end19.000000 qrs_end_val-0.179715 t_peak124.000000 t_peak_val1.458355 t_end189.000000 t_end_val-0.163104
 r_peak496040.000000 r_peak_value1.907051 rr_pre_interval314.000000 rr_post_interval301.000000 p_onset126.000000 p_onset_val1.354941 p_peak183.000000 p_peak_val-0.231287 p_end240.000000 p_end_val-0.426804 qrs_onset285.000000 qrs_onset_val-0.312117 qrs_end17.000000 qrs_end_val0.074606 t_peak130.000000 t_peak_val1.383813 t_end184.000000 t_end_val-0.237227
 r_peak496341.000000 r_peak_value1.940674 rr_pre_interval301.000000 rr_post_interval298.000000 p_onset108.000000 p_onset_val1.480382 p_peak181.000000 p_peak_val-0.226094 p_end192.000000 p_end_val-0.243336 qrs_onset286.000000 qrs_onset_val-0.195094 qrs_end17.000000 qrs_end_val-0.067492 t_peak115.000000 t_peak_val1.517889 t_end192.000000 t_end_val-0.243336
 r_peak496639.000000 r_peak_value2.071724 rr_pre_interval298.000000 rr_post_interval298.000000 p_onset191.000000 p_onset_val-0.143007 p_peak261.000000 p_peak_val0.144092 p_end273.000000 p_end_val0.033967 qrs_onset283.000000 qrs_onset_val-0.189216 qrs_end17.000000 qrs_end_val0.033070 t_peak117.000000 t_peak_val1.344274 t_end191.000000 t_end_val-0.143007
 r_peak496937.000000 r_peak_value1.966238 rr_pre_interval298.000000 rr_post_interval304.000000 p_onset119.000000 p_onset_val1.361992 p_peak203.000000 p_peak_val0.332870 p_end254.000000 p_end_val-0.374780 qrs_onset286.000000 qrs_onset_val-0.386991 qrs_end18.000000 qrs_end_val-0.171160 t_peak119.000000 t_peak_val1.361992 t_end203.000000 t_end_val0.332870
 r_peak497241.000000 r_peak_value1.841301 rr_pre_interval304.000000 rr_post_interval309.000000 p_onset238.000000 p_onset_val-0.387196 p_peak288.000000 p_peak_val-0.270155 p_end289.000000 p_end_val-0.248981 qrs_onset296.000000 qrs_onset_val-0.228370 qrs_end34.000000 qrs_end_val-2.357302 t_peak116.000000 t_peak_val1.602765 t_end196.000000 t_end_val-0.338621
 r_peak497550.000000 r_peak_value2.020485 rr_pre_interval309.000000 rr_post_interval528.000000 p_onset123.000000 p_onset_val1.547586 p_peak317.000000 p_peak_val1.056398 p_end447.000000 p_end_val-0.205375 qrs_onset518.000000 qrs_onset_val-0.128949 qrs_end11.000000 qrs_end_val0.930706 t_peak125.000000 t_peak_val1.562304 t_end308.000000 t_end_val1.132918
 r_peak498078.000000 r_peak_value1.971145 rr_pre_interval528.000000 rr_post_interval320.000000 p_onset256.000000 p_onset_val-0.222724 p_peak298.000000 p_peak_val-0.205359 p_end300.000000 p_end_val-0.212020 qrs_onset307.000000 qrs_onset_val-0.168821 qrs_end11.000000 qrs_end_val0.886850 t_peak125.000000 t_peak_val1.418921 t_end203.000000 t_end_val-0.287818
 r_peak498398.000000 r_peak_value2.079658 rr_pre_interval320.000000 rr_post_interval587.000000 p_onset300.000000 p_onset_val1.369624 p_peak416.000000 p_peak_val1.442777 p_end477.000000 p_end_val0.413953 qrs_onset573.000000 qrs_onset_val-0.405609 qrs_end13.000000 qrs_end_val0.817197 t_peak297.000000 t_peak_val1.906332 t_end336.000000 t_end_val-2.351518
 r_peak498985.000000 r_peak_value1.856271 rr_pre_interval587.000000 rr_post_interval298.000000 p_onset38.000000 p_onset_val-2.473541 p_peak183.000000 p_peak_val-0.208164 p_end193.000000 p_end_val-0.248745 qrs_onset284.000000 qrs_onset_val-0.251585 qrs_end15.000000 qrs_end_val0.222227 t_peak123.000000 t_peak_val1.803321 t_end186.000000 t_end_val-0.217177
 r_peak499283.000000 r_peak_value1.987961 rr_pre_interval298.000000 rr_post_interval304.000000 p_onset241.000000 p_onset_val-0.267458 p_peak281.000000 p_peak_val-0.189248 p_end284.000000 p_end_val-0.217241 qrs_onset291.000000 qrs_onset_val-0.176144 qrs_end18.000000 qrs_end_val-0.102509 t_peak119.000000 t_peak_val1.532347 t_end186.000000 t_end_val-0.252242
 r_peak499587.000000 r_peak_value2.040518 rr_pre_interval304.000000 rr_post_interval319.000000 p_onset244.000000 p_onset_val-0.192443 p_peak271.000000 p_peak_val0.244376 p_end279.000000 p_end_val0.124203 qrs_onset304.000000 qrs_onset_val-0.284059 qrs_end14.000000 qrs_end_val0.957067 t_peak127.000000 t_peak_val1.351927 t_end201.000000 t_end_val-0.283542
 r_peak499906.000000 r_peak_value1.854404 rr_pre_interval319.000000 rr_post_interval319.000000 p_onset130.000000 p_onset_val1.371085 p_peak210.000000 p_peak_val0.270128 p_end268.000000 p_end_val-0.391315 qrs_onset303.000000 qrs_onset_val-0.370768 qrs_end22.000000 qrs_end_val-0.458230 t_peak132.000000 t_peak_val1.397621 t_end210.000000 t_end_val0.270128
 r_peak500225.000000 r_peak_value1.816035 rr_pre_interval319.000000 rr_post_interval308.000000 p_onset38.000000 p_onset_val-2.466755 p_peak185.000000 p_peak_val-0.270110 p_end260.000000 p_end_val-0.411675 qrs_onset298.000000 qrs_onset_val-0.222178 qrs_end17.000000 qrs_end_val0.045517 t_peak133.000000 t_peak_val1.563828 t_end260.000000 t_end_val-0.411675
 r_peak500533.000000 r_peak_value1.912791 rr_pre_interval308.000000 rr_post_interval603.000000 p_onset304.000000 p_onset_val1.375675 p_peak418.000000 p_peak_val1.372183 p_end468.000000 p_end_val-0.198620 qrs_onset587.000000 qrs_onset_val-0.091599 qrs_end14.000000 qrs_end_val0.506756 t_peak298.000000 t_peak_val1.964640 t_end336.000000 t_end_val-2.393603
 r_peak501136.000000 r_peak_value1.826536 rr_pre_interval603.000000 rr_post_interval300.000000 p_onset118.000000 p_onset_val1.400568 p_peak204.000000 p_peak_val0.334725 p_end251.000000 p_end_val-0.446205 qrs_onset285.000000 qrs_onset_val-0.421160 qrs_end16.000000 qrs_end_val0.087914 t_peak120.000000 t_peak_val1.439517 t_end205.000000 t_end_val0.329678
 r_peak501436.000000 r_peak_value1.740078 rr_pre_interval300.000000 rr_post_interval302.000000 p_onset38.000000 p_onset_val-2.444843 p_peak182.000000 p_peak_val-0.214825 p_end228.000000 p_end_val-0.351725 qrs_onset290.000000 qrs_onset_val-0.289357 qrs_end17.000000 qrs_end_val-0.019890 t_peak120.000000 t_peak_val1.485378 t_end228.000000 t_end_val-0.351725
 r_peak501738.000000 r_peak_value1.867886 rr_pre_interval302.000000 rr_post_interval316.000000 p_onset271.000000 p_onset_val-0.213463 p_peak292.000000 p_peak_val-0.130594 p_end297.000000 p_end_val-0.152067 qrs_onset304.000000 qrs_onset_val-0.095610 qrs_end12.000000 qrs_end_val0.486131 t_peak117.000000 t_peak_val1.671948 t_end228.000000 t_end_val-0.288401
 r_peak502054.000000 r_peak_value1.926427 rr_pre_interval316.000000 rr_post_interval314.000000 p_onset261.000000 p_onset_val-0.224923 p_peak293.000000 p_peak_val0.132022 p_end297.000000 p_end_val0.204217 qrs_onset304.000000 qrs_onset_val0.154686 qrs_end13.000000 qrs_end_val0.543794 t_peak127.000000 t_peak_val1.485896 t_end185.000000 t_end_val-0.217206
